path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
planning/src/server/execution-gateway.ts,execution-gateway.ts,"Task integration, Sterling solver, cognitive thought processor",active,* ExecutionGateway — single sanctioned path for planning-side world mutations. * * Every planning-side caller that wants to cause a Minecraft world mutation * MUST go through this gateway. It applies: * 1. Bot connection pre-flight * 2. Mode gating (shadow vs live) * 3. Response normalization (normalizeActionResponse) * 4.,,"resolveMode, getExecutorMode, onGatewayAudit, emitAudit, executeViaGateway",309,8958,2026-02-02T20:55:34.606980,,0
planning/src/server/execution-readiness.ts,execution-readiness.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides executor enablement by probing essential services and determining readiness for the planning module. Evaluates the status of 'minecraft', 'memory', 'cognition', and 'dashboard' endpoints at periodic intervals. Ensures the cognitive solver only activates when required services are healthy.",ReadinessMonitor,"probeOne, probeServices",238,6861,2026-02-06T12:04:52.315739,@darianrosebrook,0
planning/src/server/executor-circuit-breaker.ts,executor-circuit-breaker.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides infra error detection and controlled pause for task scheduling. Trips the circuit breaker on systemic errors, tracks retry count, and enforces exponential backoff to avoid task-level over-retry during outages. Ensures all task executions wait for the system recovery via a centralized breaker.",,"tripCircuitBreaker, recordSuccess, isCircuitBreakerOpen, getCircuitBreakerState, _resetCircuitBreaker",128,3491,2026-02-02T21:24:37.485871,,0
planning/src/server/gateway-wrappers.ts,gateway-wrappers.ts,"Task integration, Sterling solver, cognitive thought processor",active,", the `executeTaskViaGateway` function ensures task context is properly attached to actions from the executor, requiring a `taskId` for every invocation to maintain correlation and lease tracking. The wrappers replace unsafe direct calls with typed, structured requests to the gateway, improving safety and clarity. This mechanism is essential for the planning module to correctly integrate task-driven actions in the conscious-bot architecture.",,"executeTaskViaGateway, executeReactiveViaGateway, executeSafetyViaGateway, executeCognitionViaGateway",115,3050,2026-02-02T21:28:04.456113,,0
planning/src/server/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Planning server modules: Sterling bootstrap, cognitive task handling, * and autonomous executor scheduling. * * @author @darianrosebrook",,,45,992,2026-02-02T20:55:40.902472,@darianrosebrook,0
planning/src/server/sterling-bootstrap.ts,sterling-bootstrap.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides initialization and registration of SterlingReasoningService and various Minecraft solvers within the planning module. Integrates and configures the solver registry with task processing capabilities for crafting, building, tool progression, and navigation. Ensures safe startup and seamless handoff to Language IO transport for LLM interaction if available.",,createSterlingBootstrap,122,4388,2026-02-05T05:15:09.540393,ity,0
planning/src/server/task-action-resolver.ts,task-action-resolver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Centralized Task → Action Parameter Resolver * * Every execution path (reactive, autonomous, BT tool executor) must use this * resolver to turn a task into gateway-ready action args. If the resolver * cannot produce valid args, it fails deterministically (no backoff, no retries). * * Design principles: * 1. Fail-closed: Unknown/missing is NOT a valid value — it's a classification result * 2.",,"resolveActionFromTask, resolveCraftAction, resolveMineAction, resolveGatherAction, resolveExploreAction",908,28797,2026-02-05T05:16:12.155262,,0
planning/src/server/task-block-evaluator.ts,task-block-evaluator.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides evaluation functions for task block states in the planning module of conscious-bot. Enforces TTL and fail behaviors using the BlockEvaluableTask interface.,,"shouldAutoUnblockTask, evaluateTaskBlockState, isTaskEligible",148,4916,2026-02-06T12:10:38.918075,,0
planning/src/signal-extraction-pipeline.ts,signal-extraction-pipeline.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a modular signal extraction framework for the planning module of conscious-bot.,"SignalExtractionPipeline, MemoryBackedExtractor, LLMExtractor, HeuristicExtractor",,606,17685,2026-02-01T03:03:40.176600,@darianrosebrook,0
planning/src/skill-integration/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Skill Integration Module - Exports skill-related planning components * * Legacy exports removed: * - HybridSkillPlanner, HybridPlanningContext, HybridPlan, PlanningDecision — deleted * - integration-example, comprehensive-integration-example — deleted * * @author @darianrosebrook",,,51,1511,2026-02-01T03:03:40.703398,@darianrosebrook,0
planning/src/skill-integration/llm-skill-composer.ts,llm-skill-composer.ts,"Task integration, Sterling solver, cognitive thought processor",active,* LLM Skill Composer - Integrates Language Models with Skill Composition * * This enhanced version of the SkillComposer uses language models to: * - Refine and expand goal descriptions * - Generate new skill combinations * - Analyze execution feedback for improvement * - Create adaptive skill curricula * * @author @darianrosebrook,LLMSkillComposer,,1008,29774,2026-02-01T03:03:40.653333,@darianrosebrook,0
planning/src/skill-integration/mcp-capabilities-adapter.ts,mcp-capabilities-adapter.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides dynamic capability execution for the planning system in the conscious-bot architecture. Adapts user capabilities to execution requests using the CapabilityRegistry and executes shadow runs via the MCP interface. Enables the planner to respond to impasse with meaningful error feedback and retry logic.,"DynamicCreationFlow, ExecError, MCPCapabilitiesAdapter",,837,24276,2026-02-01T03:03:40.197274,@darianrosebrook,0
planning/src/skill-integration/mcp-integration.ts,mcp-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides dynamic capability registration and LLM-assisted skill composition for the conscious-bot planner module. Integrates with the MCPSkillConfig to enable adaptive task decomposition and execution. Facilitates real-time capability selection and orchestration during task planning.,"DynamicCreationFlow, MCPSkillIntegration, DefaultAdaptiveCapabilitySelector",,1298,37894,2026-02-01T03:03:40.622731,@darianrosebrook,0
planning/src/skill-integration/skill-composer-adapter.ts,skill-composer-adapter.ts,"Task integration, Sterling solver, cognitive thought processor",stable,;Implements skill composition logic to dynamically build and integrate skills with the conscious-bot planner using SkillRegistry interactions and Skill metadata.,"SkillRegistry, SkillComposerAdapter",,639,19239,2025-09-21T15:30:20.023857,@darianrosebrook,0
planning/src/skill-integration/skill-planner-adapter.ts,skill-planner-adapter.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides skill-based task decomposition by mapping SkillRegistry entries to PlanNode structures for BehaviorTreeRunner integration in the cognitive planning layer.,"SkillRegistry, SkillPlannerAdapter",,805,23511,2026-01-31T14:24:53.204093,@darianrosebrook,0
planning/src/skill-integration/types.ts,types.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"Provides type definitions for composing and executing skills in the conscious-bot planning module. Defines interfaces for ExecutionStep, ComposedSkill, and ExecutionContext to model task integration and resource constraints. Ensures consistent validation and metadata for skill composition within the cognitive workflow.",,,116,2625,2025-09-01T16:59:33.653942,@darianrosebrook,0
planning/src/startup-barrier.ts,startup-barrier.ts,"Task integration, Sterling solver, cognitive thought processor",active,"provides setReadinessMonitor, getReadinessMonitor, isServiceReachable.",,"setReadinessMonitor, getReadinessMonitor, isServiceReachable, isSystemReady, getSystemReadyState",65,1837,2026-02-01T14:14:07.876005,,0
planning/src/sterling/base-domain-solver.ts,base-domain-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements the base domain solver for Sterling, providing plan parameter validation and solve logic. Handles episode reporting, identity field tracking, and operator registry management. Ensures strict protocol compliance and phase state latching for reliable task integration in the conscious-bot planning module.",BaseDomainSolver,"isReportIdentityFieldsEnabled, buildLatchKey, areIdentityFieldsRejected, latchIdentityFieldsRejected, __resetIdentityLatchForTests",525,20829,2026-02-03T03:31:29.445276,@darianrosebrook,0
planning/src/sterling/compat-linter.ts,compat-linter.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements Sterling's compatibility linter to validate task rules against known hazards and enforce code constraints during CI. Evaluates rule structure and numeric requirements, issues detailed reports for violations, and integrates with the planning solver only when acquire hardening is enabled or the specific solverId is set.",,"lintRules, lintGoal",418,15822,2026-02-02T23:54:30.807374,,0
planning/src/sterling/degeneracy-detection.ts,degeneracy-detection.ts,"Task integration, Sterling solver, cognitive thought processor",active,"*
 * Implements strategy degeneracy detection for the conscious-bot planner by evaluating the cost spread among top-ranked candidates.
 * Flags a degenerate situation when top strategies’ costs are nearly equal within a given epsilon.
 * Triggers a diagnostic to indicate when the heuristic refinement in M2-b is necessary.
 *",,detectStrategyDegeneracy,73,2387,2026-02-01T20:05:18.336377,@darianrosebrook,0
planning/src/sterling/domain-declaration.ts,domain-declaration.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Domain Declaration V1 * * Cross-boundary claim object that a solver sends to Sterling to register * what capabilities it provides. Sterling stores these in an in-memory * registry keyed by content-addressed digest. * * The declaration is orthogonal to solve messages — claim plumbing cannot * contaminate solver reliability. * * @author @darianrosebrook,,"computeDeclarationDigest, computeRegistrationDigest, validateDeclaration, buildRegisterMessage, buildGetMessage",189,6695,2026-02-02T18:13:05.172585,@darianrosebrook,0
planning/src/sterling/episode-classification.ts,episode-classification.ts,"Task integration, Sterling solver, cognitive thought processor",active,"outcome classification system within the conscious-bot planning module, mapping solveBundle signals to standardized episode outcomes using predefined join keys and fallback string matching on error fields for D8 episodes.",from,"extractSolveJoinKeys, buildSterlingEpisodeLinkage, classifyOutcome, buildSterlingEpisodeLinkageFromResult",237,8957,2026-02-03T03:17:21.771034,,3
planning/src/sterling/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Sterling reasoning integration for planning,,,297,7338,2026-02-06T23:49:56.982709,,0
planning/src/sterling/label-utils.ts,label-utils.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides mapping of degraded edge labels for task integration in the Sterling solver. Implements a MappingDegradation interface that marks steps as degraded.,,extractActionName,45,1756,2026-02-01T07:54:31.329742,@darianrosebrook,0
planning/src/sterling/leaf-routing.ts,leaf-routing.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides the mapping from action types to leaf names for the planning module in the conscious-bot architecture, enabling the crafting solvers to route intentions correctly. Centralizes the 'crafting' and 'place' dispatch logic to enforce domain-specific action handling. Ensures conformance to the action mapping used by both CraftingSolver and ToolProgressionSolver.",,"parsePlaceAction, actionTypeToLeaf, actionTypeToLeafExtended, derivePlaceMeta, estimateDuration",111,4184,2026-02-01T22:03:32.200800,@darianrosebrook,0
planning/src/sterling/minecraft-acquisition-priors.ts,minecraft-acquisition-priors.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Minecraft Acquisition Strategy Priors (Rig D) * * In-memory prior store for acquisition strategy learning. * Prior updates are execution-grounded: planId is required. * * @author @darianrosebrook,StrategyPriorStore,,131,4101,2026-02-01T19:51:13.578116,@darianrosebrook,0
planning/src/sterling/minecraft-acquisition-rules.ts,minecraft-acquisition-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Minecraft Acquisition Rules (Rig D) * * Strategy enumeration, ranking, and context building for multi-strategy * item acquisition. Builds AcquisitionContextV1 from raw world state and * enumerates viable strategies with cost estimates. * * @author @darianrosebrook",,"distanceToBucket, buildAcquisitionContext, buildAcquisitionStrategies, buildMineCandidate, buildTradeCandidate",499,17686,2026-02-01T22:24:26.323206,@darianrosebrook,0
planning/src/sterling/minecraft-acquisition-solver.ts,minecraft-acquisition-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements coordinated acquisition planning in conscious-bot’s planning module. Delegates sub-solvers for mining and salvage/trade strategies using SterlingCraftingSolver and Sterling (trade/loot) logic. Integrates rules, context, and rationale for efficient Minecraft resource gathering decisions.",MinecraftAcquisitionSolver,"buildTradeRules, buildLootRules, buildSalvageRules",680,21192,2026-02-02T23:53:39.513488,@darianrosebrook,0
planning/src/sterling/minecraft-acquisition-types.ts,minecraft-acquisition-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,", the `minecraft-acquisition-types` module in the `planning` package provides structured, bucketed world state types for the acquisition solver in conscious-bot, enabling efficient and abstraction-rich coordination between sub-strategies like mine, trade, loot, and salvage.",field,"hashAcquisitionContext, lexCmp, costToMillis, computeCandidateSetDigest",226,8575,2026-02-02T20:17:41.580087,@darianro,0
planning/src/sterling/minecraft-building-rules.ts,minecraft-building-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,rules engine that converts world observations into feasible building modules using placementFeasible and siteCaps checks,,"buildModulesWithFeasibility, inventoryForBuilding, getRelevantMaterials, buildSiteState, computeSiteCaps",227,6809,2026-01-28T17:20:26.926522,@darianrosebrook,0
planning/src/sterling/minecraft-building-solver.ts,minecraft-building-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements building task integration by converting Sterling's solution into a TaskStep array, enforcing dependency and support constraints to ensure feasibility, and manages material deficits by extracting required items and coordinating retry logic with the executor",MinecraftBuildingSolver,,565,19339,2026-02-03T00:13:12.527709,@darianrosebrook,0
planning/src/sterling/minecraft-building-types.ts,minecraft-building-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides type definitions for building modules used by the conscious-bot's planning solver, tracking required materials and module dependencies without inventory mutation.",,,168,6735,2026-02-02T20:17:34.349361,@darianrosebrook,0
planning/src/sterling/minecraft-crafting-rules.ts,minecraft-crafting-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,types provides type definitions for Mineflayer's Minecraft data structures used in the conscious-bot's planning module. It validates and normalizes recipes and items for accurate dependency tracing in goal-driven crafting tasks. This ensures the Sterling solver can interpret crafting rules safely and correctly during plan generation.,,"isValidMcData, buildCraftingRules, trace, inventoryToRecord, goalFromTaskRequirement",265,8645,2026-02-02T10:30:16.494317,@darianrosebrook,0
planning/src/sterling/minecraft-crafting-solver.ts,minecraft-crafting-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides crafting solution generation for the conscious-bot's planning module. Builds Minecraft crafting rules from mcData and interfaces with Sterling for optimal recipes. Maps results into TaskStep[] format and integrates temporal constraints via TemporalEnrichment.,MinecraftCraftingSolver,,533,19241,2026-02-03T00:13:24.009117,@darianrosebrook,0
planning/src/sterling/minecraft-crafting-types.ts,minecraft-crafting-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Minecraft Crafting Domain Type Definitions * * Types for integrating Minecraft crafting with Sterling's graph-search solver. * The crafting domain models inventory states as graph nodes and crafting/mining * actions as edges, allowing Sterling's A* with path-algebra learning to find * optimal crafting sequences. * * @author @darianrosebrook",,,119,4995,2026-02-02T20:17:30.231098,@darianrosebrook,0
planning/src/sterling/minecraft-furnace-rules.ts,minecraft-furnace-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Furnace Scheduling Rule Builder * * Generates typed operators for the four furnace operator families: * - load_furnace: Place item into furnace slot * - add_fuel: Add fuel to furnace * - wait_tick: Wait for smelting to complete * - retrieve_output: Remove smelted item from furnace * * Maps to existing Sterling action types: * - load_furnace → 'craft' (inventory manipulation) * - add_fuel →...,,"buildFurnaceRules, buildFurnaceGoal, checkSlotPrecondition",186,6326,2026-02-01T15:54:20.240782,,0
planning/src/sterling/minecraft-furnace-solver.ts,minecraft-furnace-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"ts: Provides the planning solver for Minecraft furnace operations by constructing rules, executing with Sterling, and returning structured solve steps.",MinecraftFurnaceSolver,,304,8941,2026-02-02T23:53:50.762697,@darianrosebrook,0
planning/src/sterling/minecraft-furnace-types.ts,minecraft-furnace-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements FurnaceSearchState for the conscious-bot planning module, encapsulating the current schedule hash and necessary metadata for efficient state comparison during planning and solving. Maintains a consistent representation required by the Sterling solver to ensure hashable and comparable search states. Enables the planning module to track and validate optimal furnace operation schedules.",,,173,6019,2026-02-02T20:17:49.312125,@darianrosebrook,0
planning/src/sterling/minecraft-navigation-solver.ts,minecraft-navigation-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Minecraft Navigation Solver * * Orchestrates navigation solves: builds occupancy grid payload, sends to * Sterling, and maps results to NavigationPrimitive[] for the leaf. * * Pattern follows MinecraftCraftingSolver: validate → build payload → * send to Sterling → extract planId → create SolveBundle → return. * * Key difference from crafting: no pre-built rules.",MinecraftNavigationSolver,,370,11989,2026-02-02T23:54:06.073201,,0
planning/src/sterling/minecraft-navigation-types.ts,minecraft-navigation-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides OccupancyGrid representations for the Sterling navigation system in the conscious-bot's planning module. Encodes block states using defined types, supports passability checks (only air is passable), and enables spatial reasoning for pathfinding in Phase 1 movement constraints.",,"gridAt, isPassable, isSolid, hashOccupancyGrid, encodeGridToBase64",311,10508,2026-02-02T20:17:45.883321,,0
planning/src/sterling/minecraft-tool-progression-rules.ts,minecraft-tool-progression-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,"and returns a capability-gated rule graph for advancing Sterling's pickaxe tier, linking required tools and ores via frozen progression matrix and ensuring only unlocked capabilities can enable next tier",,"buildToolProgressionRules, detectCurrentTier, parseToolName, validateInventoryInput, filterCapTokens",514,17611,2026-01-28T20:43:53.222205,,0
planning/src/sterling/minecraft-tool-progression-solver.ts,minecraft-tool-progression-solver.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides tool progression pathfinding for the conscious-bot's planning module using Sterling's graph search. Constructs upgrade sequences from capability requirements and validates tool acquisition steps via capability tokens. Integrates with domain-specific rules and inventory checks to enforce proper tool tier transitions in Minecraft tasks.,MinecraftToolProgressionSolver,,638,22200,2026-02-02T23:53:26.385559,@darianrosebr,0
planning/src/sterling/minecraft-tool-progression-types.ts,minecraft-tool-progression-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"classifies tool upgrades as directed graph edges between tiers, defines virtual capability tokens for Sterling's reasoning, and enforces progression constraints during planning.",,,290,11503,2026-02-02T20:17:37.798423,,0
planning/src/sterling/minecraft-valuation-emitter.ts,minecraft-valuation-emitter.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a pluggable interface for emitting valuation updates in the planning layer. Implements the ValuationEventSink via SSE in the current design. Allows easy swapping to other transports without modifying core planner logic.,,"createBroadcastValuationSink, createSSEValuationSink, createValuationEmitter",161,5390,2026-02-03T17:43:45.964746,,0
planning/src/sterling/minecraft-valuation-record-types.ts,minecraft-valuation-record-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"for the conscious-bot planning module, provides typed definitions for valuation decision records used by the Sterling solver to track and compare inventory states during decision making, ensuring deterministic decision IDs and event emissions, and embedding the valuation ruleset for auditability and replayability",,"nextEventId, canonicalizeInput, computeDecisionHash, createDecisionRecord, createValuationEvent",215,6870,2026-02-02T15:34:07.543286,,0
planning/src/sterling/minecraft-valuation-rules.ts,minecraft-valuation-rules.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Minecraft Valuation Rules (Rig F) * * Static item classification table, scoring logic, and ruleset builder. * First-match-wins linear scan. Exact entries before suffix entries within * each class for explicit, digest-bound precedence. * * @author @darianrosebrook",for,"scoreItem, buildDefaultRuleset, computeRulesetDigest, lintClassificationTable",217,9049,2026-02-02T12:33:31.040476,@darianrosebrook,0
planning/src/sterling/minecraft-valuation-types.ts,minecraft-valuation-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides certified inventory valuation decisions for the conscious-bot's planning module, using inlined constants to ensure versioned policy rules and deterministic action digests. Processes inventory snapshot, scarcity budget, and context tokens to produce auditable keep/drop/store plans. Decisions are rule-based and versioned to prevent silent policy changes.",,"lexCmp, deriveEffectiveInventory, computeValuationInputDigest, computeDecisionDigest",328,12483,2026-02-02T13:45:51.535480,,0
planning/src/sterling/minecraft-valuation-verifier-fast.ts,minecraft-valuation-verifier-fast.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides fast input digest verification for planning tasks in the conscious-bot, ensuring raw inputs match computed digests without executing semantic checks or solver logic. Only imports necessary digest calculation functions and maintains strict hash integrity validation for planning records. Prevents solver execution in client or browser contexts by isolating only digest checks.",,"checkInputDigestMatch, checkDecisionDigestMatch, checkInventoryStateHashMatch, checkRecordHashIntegrity, checkRulesetDigestMatch",133,5052,2026-02-02T15:33:20.781641,@darianrosebrook,0
planning/src/sterling/minecraft-valuation-verifier-full.ts,minecraft-valuation-verifier-full.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements full valuation plan verification for the conscious-bot's planning module. Imports the record and solver to deep-equality replay decisions, comparing key bindings and action paths. Fails fast for fast checks but enforces strict policy compliance on full validation.",,verifyValuationFull,123,4278,2026-02-02T15:33:40.188823,@darianrosebrook,0
planning/src/sterling/minecraft-valuation-verifier.ts,minecraft-valuation-verifier.ts,"Task integration, Sterling solver, cognitive thought processor",active,Verifies task valuations for the conscious-bot's planning process using distinct server and client validators. Provides fast and full verification strategies to ensure plan feasibility before execution. Exposes re-exported functions for legacy integration while promoting new module usage.,,,14,557,2026-02-02T15:33:51.164466,@darianrosebrook,0
planning/src/sterling/minecraft-valuation.ts,minecraft-valuation.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Minecraft Valuation Solver (Rig F) * * Pure TS-local certified decision module. Given an inventory snapshot, * scarcity budget, and observed context tokens, produces a deterministic, * auditable inventory action plan (keep/drop/store per item). * * No Sterling backend involvement — uses the same content-addressed * hashing infrastructure as Rigs C/D. * * Algorithm: * 1.",,"computeValuationPlan, scoreToReasonCode, buildWitness, buildMinimalErrorWitness, makeErrorPlan",438,14479,2026-02-02T13:46:56.542671,,0
planning/src/sterling/primitive-namespace.ts,primitive-namespace.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides type definitions for domain and engine-level primitives in the conscious-bot planning module, ensuring only qualified IDs are used for capability claims and registration.",,"isQualifiedPrimitiveId, assertQualifiedPrimitiveIds, getEngineDependencies",187,7151,2026-02-02T00:47:44.285008,,0
planning/src/sterling/primitives/p03/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* P03 Primitive Capsule — Temporal Planning with Durations, Batching, Capacity",,,68,1487,2026-02-01T03:43:43.381863,,0
planning/src/sterling/primitives/p03/p03-capsule-types.ts,p03-capsule-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"buckets, encapsulates current time and planning horizon for domain-specific temporal integration within the conscious-bot planning system. Requires integer time values and provides a deterministic slot selection mechanism for task execution. Enforces capacity limits to prevent deadlocks during planning operations.",,,308,11844,2026-02-01T03:33:37.405686,,0
planning/src/sterling/primitives/p03/p03-reference-adapter.ts,p03-reference-adapter.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a domain-agnostic P03TemporalAdapter implementation for the planning module in conscious-bot. Ensures all temporal state invariants by validating bucket values during initialization and canonicalization. Central to Sterling's conformance testing by satisfying the required invariants across various simulation fixtures.,P03ReferenceAdapter,assertNonNegativeInteger,167,5611,2026-02-01T03:42:44.054067,,0
planning/src/sterling/primitives/p03/p03-reference-fixtures.ts,p03-reference-fixtures.ts,"Task integration, Sterling solver, cognitive thought processor",active,"with domain A, provides reference data for smelting operations, including resource slots, operator durations, and batch thresholds for accurate simulation and planning in the cognition module.",,,343,11631,2026-02-01T03:34:28.918287,,0
planning/src/sterling/primitives/p21/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,,,,42,921,2026-02-01T00:24:36.425132,,0
planning/src/sterling/primitives/p21/p21-capsule-types.ts,p21-capsule-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,* P21 Primitive Capsule — Domain-Agnostic Types * * Defines the contract for entity belief maintenance and saliency * as a portable primitive that any domain can implement. * * Zero Minecraft imports. Zero vitest imports.,labels,,295,10360,2026-02-01T00:24:31.437574,,0
planning/src/sterling/primitives/p21/p21-reference-fixtures.ts,p21-reference-fixtures.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides reference risk classifiers for both hostile mobs and security intrusions in the planning domain. Implements distinct risk-classify logic using closure-based strategies for safety and accuracy. Enables the cognitive module to distinguish between P21 risk states during planning and threat assessment.,,item,410,12893,2026-01-31T22:24:31.436417,,0
planning/src/sterling/search-health.ts,search-health.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Search Health Parser & Degeneracy Detector * * Parses heuristic diagnostics from Sterling's A* search metrics * and detects search degeneracy patterns.,,"parseSearchHealth, detectHeuristicDegeneracy, asNumber, asTerminationReason",154,4573,2026-01-30T08:53:52.426053,@darianrosebrook,0
planning/src/sterling/signals-rig-d.ts,signals-rig-d.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides diagnostic signals for the Sterling planner by extracting key metrics from an AcquisitionSolveResult and optional StrategyPriorStore, including strategy count, selected strategy, and prior update status.",,"computeRigDSignals, detectRankingDegeneracy",85,2637,2026-02-01T19:59:32.102256,@darianrosebrook,0
planning/src/sterling/solve-bundle-types.ts,solve-bundle-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"for the conscious-bot's planning module, this file defines structured types for audit trails, preflight rule validation reports, and diagnostic metrics for the Sterling solver, ensuring type safety and consistent tracking of solve inputs, rule versions, and execution state without altering core solve behavior.",was,,343,12380,2026-02-03T00:33:05.532508,@darianrosebrook,0
planning/src/sterling/solve-bundle.ts,solve-bundle.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Solve Bundle Computation * * Content-addressed hashing utilities and bundle computation for Sterling * solve round-trips. Uses SHA-256 truncated to 16 hex chars via Node crypto.,CanonicalizeError,"canonicalize, canonicalizeValue, contentHash, hashDefinition, extractSortKey",482,17548,2026-02-02T16:24:35.608509,,0
planning/src/sterling/solver-ids.ts,solver-ids.ts,"Task integration, Sterling solver, cognitive thought processor",active,consistency is ensured by providing type-safe solver ID constants and a derived SolverId type for the planning module in the conscious-bot architecture,definitions,"isValidSolverId, getAcquisitionStrategySolverId",68,2161,2026-02-02T23:51:43.629962,@darianrosebrook,0
planning/src/sterling/sterling-reasoning-service.ts,sterling-reasoning-service.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides semantic pathfinding between concepts using the SterlingClient. Implements knowledge graph traversal for planning goals and returns detailed reachability results. Handles graceful fallback when Sterling is unavailable.,SterlingReasoningService,,480,15147,2026-02-06T18:04:40.434990,@darianrosebrook,1
planning/src/task-integration.ts,task-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,Implements task orchestration by coordinating Sterling Solver with the task store and converting cognitive thoughts into actionable task steps. Integrates real-time progress updates via CognitionOutbox and TaskDashboard API. Manages task execution via verified step snapshots and event-driven state transitions.,"TaskIntegration, from","canonicalizeIntentParams, inferTaskOrigin, projectIncomingMetadata, getSterlingDedupeKeyFromMetadata, applyTaskBlock",4182,149738,2026-02-07T15:52:34.302307,@darianrosebrook,0
planning/src/task-integration/build-task-from-requirement.ts,build-task-from-requirement.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Builds sub-task instances with guaranteed `parameters.requirementCandidate` fields, ensuring the planner can resolve dependencies for internal task execution.",,"computeSubtaskKey, buildTaskFromRequirement",107,3054,2026-02-02T11:03:39.206421,@darianrosebrook,0
planning/src/task-integration/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Task integration submodules: thought-to-task conversion, task store, Sterling planner. * * @author @darianrosebrook",,,25,618,2026-02-04T23:32:13.369992,@darianrosebrook,0
planning/src/task-integration/sterling-planner.ts,sterling-planner.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements Sterling-based dynamic step generation for task planning within the conscious-bot architecture, integrating domain solvers and macro planning to produce executable task steps using routeActionPlan and macro session management.",SterlingPlanner,"getAcquisitionGoalItem, deriveLeafArgs, ensureSolverMeta",907,31656,2026-02-05T19:34:23.801671,@darianrosebrook,0
planning/src/task-integration/task-management-handler.ts,task-management-handler.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements management of task state via explicit Sterling management payloads, validating and applying actions such as cancel, pause, and resume to task store entries. Handles transitions as defined in the task status transition table, ensuring only authorized management events are processed. Updates task status and tracks action reasons for traceability in the cognitive workflow.",TaskManagementHandler,,295,8361,2026-02-04T23:32:13.370266,@darianrosebrook,0
